Step, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34
dts, 2.700000, 2.700000, 2.000000, 3.000000, 3.000000, 3.600000, 1.800000, 3.450000, 3.300000, 3.300000, 2.700000, 2.700000, 3.000000, 1.800000, 101.800000, 4.200000, 3.000000, 1.800000, 0.900000, 0.950000, 3.000000, 2.700000, 2.700000, 1.800000, 3.000000, 4.200000, 3.600000, 3.600000, 3.600000, 3.600000, 3.600000, 3.600000, 3.600000, 3.600000, 3.600000
ts, 0.000000, 2.700000, 5.400000, 7.400000, 10.400000, 13.400000, 17.000000, 18.800000, 22.250000, 25.550000, 28.850000, 31.550000, 34.250000, 37.250000, 39.050000, 140.850000, 145.050000, 148.050000, 149.850000, 150.750000, 151.700000, 154.700000, 157.400000, 160.100000, 161.900000, 164.900000, 169.100000, 172.700000, 176.300000, 179.900000, 183.500000, 187.100000, 190.700000, 194.300000, 197.900000, 201.500000
ms, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0
os, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1
rs, -2.700000, -2.700000, -2.000000, -3.000000, -3.000000, -3.600000, -1.800000, -3.450000, -3.300000, -3.300000, -2.700000, -2.700000, -3.000000, -1.800000, -101.800000, -4.200000, -3.000000, -1.800000, -0.900000, -0.950000, -3.000000, -2.700000, -2.700000, -1.800000, -3.000000, -4.200000, -3.600000, -3.600000, -3.600000, -3.600000, -3.600000, -3.600000, -3.600000, -3.600000, -3.600000
r_cums, 0.000000, -2.700000, -5.400000, -7.400000, -10.400000, -13.400000, -17.000000, -18.800000, -22.250000, -25.550000, -28.850000, -31.550000, -34.250000, -37.250000, -39.050000, -140.850000, -145.050000, -148.050000, -149.850000, -150.750000, -151.700000, -154.700000, -157.400000, -160.100000, -161.900000, -164.900000, -169.100000, -172.700000, -176.300000, -179.900000, -183.500000, -187.100000, -190.700000, -194.300000, -197.900000, -201.500000
dist_state_bel, 7.335846, 7.292852, 7.246664, 6.866307, 6.871809, 6.882175, 6.879845, 6.808750, 6.801580, 6.354011, 6.340229, 6.327814, 6.286873, 6.267852, 6.258620, 6.233055, 6.284689, 5.637080, 5.334278, 5.348779, 5.239970, 5.234254, 4.687256, 4.681607, 4.715829, 4.696121, 4.614504, 4.616253, 4.633844, 4.646223, 4.652636, 4.525269, 4.539784, 4.555789, 4.585724

Step, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34
Segments, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 3, 3, 3, 4, 4, 5, 5, 5, 5, 5, 6, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7
SubSegments, 0, 1, 2, 0, 1, 2, 3, 4, 0, 1, 0, 1, 2, 0, 1, 0, 1, 2, 3, 4, 0, 1, 2, 3, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10
Lengths, 0.900000, 0.900000, 1.000000, 1.000000, 1.000000, 1.200000, 0.900000, 1.150000, 1.100000, 1.100000, 0.900000, 0.900000, 1.000000, 0.600000, 0.600000, 1.400000, 1.000000, 0.900000, 0.900000, 0.950000, 1.000000, 0.900000, 0.900000, 0.900000, 1.000000, 1.400000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000
Difficulties (5806), 2, 2, 2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
dps, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
v, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
acs, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
dt1s, 2.700000, 2.700000, 3.000000, 3.000000, 3.000000, 2.400000, 2.700000, 3.450000, 3.300000, 3.300000, 2.700000, 2.700000, 3.000000, 1.800000, 1.800000, 4.200000, 3.000000, 2.700000, 1.800000, 1.900000, 3.000000, 1.800000, 2.700000, 2.700000, 3.000000, 4.200000, 3.600000, 3.600000, 3.600000, 3.600000, 3.600000, 3.600000, 3.600000, 3.600000, 3.600000
dt2s, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 100.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
dts, 2.700000, 2.700000, 3.000000, 3.000000, 3.000000, 2.400000, 2.700000, 3.450000, 3.300000, 3.300000, 2.700000, 2.700000, 3.000000, 1.800000, 101.800000, 4.200000, 3.000000, 2.700000, 1.800000, 1.900000, 3.000000, 1.800000, 2.700000, 2.700000, 3.000000, 4.200000, 3.600000, 3.600000, 3.600000, 3.600000, 3.600000, 3.600000, 3.600000, 3.600000, 3.600000
ts, 0.000000, 2.700000, 5.400000, 8.400000, 11.400000, 14.400000, 16.800000, 19.500000, 22.950000, 26.250000, 29.550000, 32.250000, 34.950000, 37.950000, 39.750000, 141.550000, 145.750000, 148.750000, 151.450000, 153.250000, 155.150000, 158.150000, 159.950000, 162.650000, 165.350000, 168.350000, 172.550000, 176.150000, 179.750000, 183.350000, 186.950000, 190.550000, 194.150000, 197.750000, 201.350000, 204.950000
ms, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0
os, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1
rs, -2.700000, -2.700000, -3.000000, -3.000000, -3.000000, -2.400000, -2.700000, -3.450000, -3.300000, -3.300000, -2.700000, -2.700000, -3.000000, -1.800000, -101.800000, -4.200000, -3.000000, -2.700000, -1.800000, -1.900000, -3.000000, -1.800000, -2.700000, -2.700000, -3.000000, -4.200000, -3.600000, -3.600000, -3.600000, -3.600000, -3.600000, -3.600000, -3.600000, -3.600000, -3.600000
r_cums, 0.000000, -2.700000, -5.400000, -8.400000, -11.400000, -14.400000, -16.800000, -19.500000, -22.950000, -26.250000, -29.550000, -32.250000, -34.950000, -37.950000, -39.750000, -141.550000, -145.750000, -148.750000, -151.450000, -153.250000, -155.150000, -158.150000, -159.950000, -162.650000, -165.350000, -168.350000, -172.550000, -176.150000, -179.750000, -183.350000, -186.950000, -190.550000, -194.150000, -197.750000, -201.350000, -204.950000
dist_state_bel, 7.335846, 7.295117, 7.260022, 6.785423, 6.816746, 6.854612, 6.862392, 6.836722, 6.836138, 6.472977, 6.437838, 6.420538, 6.388612, 6.375393, 6.336294, 6.304702, 6.334818, 5.697217, 5.272714, 5.271061, 5.124813, 5.124143, 4.631011, 4.622477, 4.654951, 4.521077, 4.442355, 4.459822, 4.406756, 4.395238, 4.394576, 4.334493, 4.314220, 4.302379, 4.292813

