Step, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34
dts, 2.700000, 2.700000, 3.000000, 2.000000, 3.000000, 3.600000, 2.700000, 3.450000, 3.300000, 3.300000, 2.700000, 2.700000, 3.000000, 1.800000, 101.800000, 2.800000, 3.000000, 1.800000, 1.800000, 2.850000, 3.000000, 1.800000, 1.800000, 2.700000, 3.000000, 4.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000
ts, 0.000000, 2.700000, 5.400000, 8.400000, 10.400000, 13.400000, 17.000000, 19.700000, 23.150000, 26.450000, 29.750000, 32.450000, 35.150000, 38.150000, 39.950000, 141.750000, 144.550000, 147.550000, 149.350000, 151.150000, 154.000000, 157.000000, 158.800000, 160.600000, 163.300000, 166.300000, 170.500000, 171.700000, 172.900000, 174.100000, 175.300000, 176.500000, 177.700000, 178.900000, 180.100000, 181.300000
ms, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
os, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1
rs, -2.700000, -2.700000, -3.000000, -2.000000, -3.000000, -3.600000, -2.700000, -3.450000, -3.300000, -3.300000, -2.700000, -2.700000, -3.000000, -1.800000, -101.800000, -2.800000, -3.000000, -1.800000, -1.800000, -2.850000, -3.000000, -1.800000, -1.800000, -2.700000, -3.000000, -4.200000, -1.200000, -1.200000, -1.200000, -1.200000, -1.200000, -1.200000, -1.200000, -1.200000, -1.200000
r_cums, 0.000000, -2.700000, -5.400000, -8.400000, -10.400000, -13.400000, -17.000000, -19.700000, -23.150000, -26.450000, -29.750000, -32.450000, -35.150000, -38.150000, -39.950000, -141.750000, -144.550000, -147.550000, -149.350000, -151.150000, -154.000000, -157.000000, -158.800000, -160.600000, -163.300000, -166.300000, -170.500000, -171.700000, -172.900000, -174.100000, -175.300000, -176.500000, -177.700000, -178.900000, -180.100000, -181.300000
dist_state_bel, 6.328156, 6.342162, 6.358562, 6.307297, 6.343116, 6.371016, 6.401853, 6.419082, 6.452254, 6.464847, 5.886682, 5.897927, 5.933258, 5.964397, 5.922758, 5.872767, 5.898631, 5.926285, 6.005337, 5.707528, 5.713660, 5.678411, 5.724989, 5.762078, 5.802936, 5.419568, 5.167759, 5.083095, 5.013237, 4.999455, 5.012471, 5.007527, 5.010195, 4.995585, 4.998470

Step, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34
Segments, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 3, 3, 3, 4, 4, 5, 5, 5, 5, 5, 6, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7
SubSegments, 0, 1, 2, 0, 1, 2, 3, 4, 0, 1, 0, 1, 2, 0, 1, 0, 1, 2, 3, 4, 0, 1, 2, 3, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10
Lengths, 0.900000, 0.900000, 1.000000, 1.000000, 1.000000, 1.200000, 0.900000, 1.150000, 1.100000, 1.100000, 0.900000, 0.900000, 1.000000, 0.600000, 0.600000, 1.400000, 1.000000, 0.900000, 0.900000, 0.950000, 1.000000, 0.900000, 0.900000, 0.900000, 1.000000, 1.400000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000
Difficulties (3063), 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
dps, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
v, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2
acs, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2
dt1s, 1.800000, 2.700000, 3.000000, 3.000000, 3.000000, 3.600000, 2.700000, 3.450000, 2.200000, 3.300000, 2.700000, 2.700000, 2.000000, 1.200000, 1.800000, 4.200000, 3.000000, 2.700000, 2.700000, 2.850000, 3.000000, 2.700000, 2.700000, 2.700000, 3.000000, 4.200000, 2.400000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000
dt2s, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 100.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
dts, 1.800000, 2.700000, 3.000000, 3.000000, 3.000000, 3.600000, 2.700000, 3.450000, 2.200000, 3.300000, 2.700000, 2.700000, 2.000000, 1.200000, 101.800000, 4.200000, 3.000000, 2.700000, 2.700000, 2.850000, 3.000000, 2.700000, 2.700000, 2.700000, 3.000000, 4.200000, 2.400000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000
ts, 0.000000, 1.800000, 4.500000, 7.500000, 10.500000, 13.500000, 17.100000, 19.800000, 23.250000, 25.450000, 28.750000, 31.450000, 34.150000, 36.150000, 37.350000, 139.150000, 143.350000, 146.350000, 149.050000, 151.750000, 154.600000, 157.600000, 160.300000, 163.000000, 165.700000, 168.700000, 172.900000, 175.300000, 176.500000, 177.700000, 178.900000, 180.100000, 181.300000, 182.500000, 183.700000, 184.900000
ms, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
os, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1
rs, -1.800000, -2.700000, -3.000000, -3.000000, -3.000000, -3.600000, -2.700000, -3.450000, -2.200000, -3.300000, -2.700000, -2.700000, -2.000000, -1.200000, -101.800000, -4.200000, -3.000000, -2.700000, -2.700000, -2.850000, -3.000000, -2.700000, -2.700000, -2.700000, -3.000000, -4.200000, -2.400000, -1.200000, -1.200000, -1.200000, -1.200000, -1.200000, -1.200000, -1.200000, -1.200000
r_cums, 0.000000, -1.800000, -4.500000, -7.500000, -10.500000, -13.500000, -17.100000, -19.800000, -23.250000, -25.450000, -28.750000, -31.450000, -34.150000, -36.150000, -37.350000, -139.150000, -143.350000, -146.350000, -149.050000, -151.750000, -154.600000, -157.600000, -160.300000, -163.000000, -165.700000, -168.700000, -172.900000, -175.300000, -176.500000, -177.700000, -178.900000, -180.100000, -181.300000, -182.500000, -183.700000, -184.900000
dist_state_bel, 6.328156, 6.341364, 6.358568, 6.145612, 6.172649, 6.169591, 6.178284, 6.055979, 6.086852, 6.131358, 5.570428, 5.580574, 5.591244, 5.628291, 5.594700, 5.558777, 5.565107, 5.557715, 5.676097, 5.519450, 5.501990, 5.365298, 5.386505, 5.440410, 5.457694, 4.802232, 4.518409, 4.393560, 4.351547, 4.347868, 4.343160, 4.324945, 4.318931, 4.327601, 4.336301

