Step, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34
dts, 1.800000, 1.800000, 3.000000, 3.000000, 3.000000, 2.400000, 1.800000, 3.450000, 3.300000, 3.300000, 1.800000, 2.700000, 3.000000, 1.800000, 1.800000, 4.200000, 3.000000, 1.800000, 0.900000, 1.900000, 3.000000, 2.700000, 2.700000, 2.700000, 3.000000, 4.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000
ts, 0.000000, 1.800000, 3.600000, 6.600000, 9.600000, 12.600000, 15.000000, 16.800000, 20.250000, 23.550000, 26.850000, 28.650000, 31.350000, 34.350000, 36.150000, 37.950000, 42.150000, 45.150000, 46.950000, 47.850000, 49.750000, 52.750000, 55.450000, 58.150000, 60.850000, 63.850000, 68.050000, 69.250000, 70.450000, 71.650000, 72.850000, 74.050000, 75.250000, 76.450000, 77.650000, 78.850000
ms, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
os, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1
rs, -1.800000, -1.800000, -3.000000, -3.000000, -3.000000, -2.400000, -1.800000, -3.450000, -3.300000, -3.300000, -1.800000, -2.700000, -3.000000, -1.800000, -1.800000, -4.200000, -3.000000, -1.800000, -0.900000, -1.900000, -3.000000, -2.700000, -2.700000, -2.700000, -3.000000, -4.200000, -1.200000, -1.200000, -1.200000, -1.200000, -1.200000, -1.200000, -1.200000, -1.200000, -1.200000
r_cums, 0.000000, -1.800000, -3.600000, -6.600000, -9.600000, -12.600000, -15.000000, -16.800000, -20.250000, -23.550000, -26.850000, -28.650000, -31.350000, -34.350000, -36.150000, -37.950000, -42.150000, -45.150000, -46.950000, -47.850000, -49.750000, -52.750000, -55.450000, -58.150000, -60.850000, -63.850000, -68.050000, -69.250000, -70.450000, -71.650000, -72.850000, -74.050000, -75.250000, -76.450000, -77.650000, -78.850000
dist_state_bel, 7.667908, 7.643710, 7.609762, 7.202447, 7.209504, 6.676351, 6.695361, 7.140910, 7.147972, 6.793148, 6.768424, 6.773879, 6.756241, 6.703851, 6.718730, 6.737984, 6.787211, 6.063067, 5.702799, 5.707031, 5.560483, 5.178787, 5.154604, 5.116238, 5.074450, 4.499380, 4.205354, 4.106195, 4.080645, 4.098067, 4.124801, 4.135303, 4.112463, 4.121684, 4.119921

Step, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34
Segments, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 3, 3, 3, 4, 4, 5, 5, 5, 5, 5, 6, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7
SubSegments, 0, 1, 2, 0, 1, 2, 3, 4, 0, 1, 0, 1, 2, 0, 1, 0, 1, 2, 3, 4, 0, 1, 2, 3, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10
Lengths, 0.900000, 0.900000, 1.000000, 1.000000, 1.000000, 1.200000, 0.900000, 1.150000, 1.100000, 1.100000, 0.900000, 0.900000, 1.000000, 0.600000, 0.600000, 1.400000, 1.000000, 0.900000, 0.900000, 0.950000, 1.000000, 0.900000, 0.900000, 0.900000, 1.000000, 1.400000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000
Difficulties (5055), 2, 2, 2, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 1, 1, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
dps, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
v, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2
acs, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2
dt1s, 2.700000, 2.700000, 3.000000, 3.000000, 3.000000, 3.600000, 2.700000, 3.450000, 3.300000, 3.300000, 2.700000, 2.700000, 3.000000, 1.800000, 1.800000, 2.800000, 3.000000, 2.700000, 1.800000, 0.950000, 3.000000, 2.700000, 2.700000, 2.700000, 2.000000, 4.200000, 2.400000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000
dt2s, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
dts, 2.700000, 2.700000, 3.000000, 3.000000, 3.000000, 3.600000, 2.700000, 3.450000, 3.300000, 3.300000, 2.700000, 2.700000, 3.000000, 1.800000, 1.800000, 2.800000, 3.000000, 2.700000, 1.800000, 0.950000, 3.000000, 2.700000, 2.700000, 2.700000, 2.000000, 4.200000, 2.400000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000
ts, 0.000000, 2.700000, 5.400000, 8.400000, 11.400000, 14.400000, 18.000000, 20.700000, 24.150000, 27.450000, 30.750000, 33.450000, 36.150000, 39.150000, 40.950000, 42.750000, 45.550000, 48.550000, 51.250000, 53.050000, 54.000000, 57.000000, 59.700000, 62.400000, 65.100000, 67.100000, 71.300000, 73.700000, 74.900000, 76.100000, 77.300000, 78.500000, 79.700000, 80.900000, 82.100000, 83.300000
ms, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
os, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1
rs, -2.700000, -2.700000, -3.000000, -3.000000, -3.000000, -3.600000, -2.700000, -3.450000, -3.300000, -3.300000, -2.700000, -2.700000, -3.000000, -1.800000, -1.800000, -2.800000, -3.000000, -2.700000, -1.800000, -0.950000, -3.000000, -2.700000, -2.700000, -2.700000, -2.000000, -4.200000, -2.400000, -1.200000, -1.200000, -1.200000, -1.200000, -1.200000, -1.200000, -1.200000, -1.200000
r_cums, 0.000000, -2.700000, -5.400000, -8.400000, -11.400000, -14.400000, -18.000000, -20.700000, -24.150000, -27.450000, -30.750000, -33.450000, -36.150000, -39.150000, -40.950000, -42.750000, -45.550000, -48.550000, -51.250000, -53.050000, -54.000000, -57.000000, -59.700000, -62.400000, -65.100000, -67.100000, -71.300000, -73.700000, -74.900000, -76.100000, -77.300000, -78.500000, -79.700000, -80.900000, -82.100000, -83.300000
dist_state_bel, 7.667908, 7.644509, 7.624308, 7.271867, 7.315749, 6.777097, 6.792318, 7.269187, 7.289106, 6.936888, 6.915533, 6.886429, 6.869552, 6.829463, 6.830781, 6.842961, 6.869527, 6.339388, 6.041631, 6.036336, 5.937443, 5.431865, 5.407074, 5.389055, 5.354469, 4.842297, 4.542904, 4.388232, 4.432270, 4.417215, 4.419408, 4.421984, 4.389389, 4.378743, 4.388380

