Step, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34
dts, 2.700000, 2.700000, 3.000000, 2.000000, 3.000000, 3.600000, 2.700000, 3.450000, 3.300000, 3.300000, 2.700000, 2.700000, 3.000000, 1.800000, 1.800000, 4.200000, 2.000000, 2.700000, 2.700000, 2.850000, 3.000000, 2.700000, 2.700000, 2.700000, 3.000000, 4.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000
ts, 0.000000, 2.700000, 5.400000, 8.400000, 10.400000, 13.400000, 17.000000, 19.700000, 23.150000, 26.450000, 29.750000, 32.450000, 35.150000, 38.150000, 39.950000, 41.750000, 45.950000, 47.950000, 50.650000, 53.350000, 56.200000, 59.200000, 61.900000, 64.600000, 67.300000, 70.300000, 74.500000, 75.700000, 76.900000, 78.100000, 79.300000, 80.500000, 81.700000, 82.900000, 84.100000, 85.300000
ms, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
os, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1
rs, -2.700000, -2.700000, -3.000000, -2.000000, -3.000000, -3.600000, -2.700000, -3.450000, -3.300000, -3.300000, -2.700000, -2.700000, -3.000000, -1.800000, -1.800000, -4.200000, -2.000000, -2.700000, -2.700000, -2.850000, -3.000000, -2.700000, -2.700000, -2.700000, -3.000000, -4.200000, -1.200000, -1.200000, -1.200000, -1.200000, -1.200000, -1.200000, -1.200000, -1.200000, -1.200000
r_cums, 0.000000, -2.700000, -5.400000, -8.400000, -10.400000, -13.400000, -17.000000, -19.700000, -23.150000, -26.450000, -29.750000, -32.450000, -35.150000, -38.150000, -39.950000, -41.750000, -45.950000, -47.950000, -50.650000, -53.350000, -56.200000, -59.200000, -61.900000, -64.600000, -67.300000, -70.300000, -74.500000, -75.700000, -76.900000, -78.100000, -79.300000, -80.500000, -81.700000, -82.900000, -84.100000, -85.300000
dist_state_bel, 6.660217, 6.659997, 6.678743, 6.568389, 6.598295, 6.621096, 6.626681, 6.553972, 6.552492, 6.245109, 6.226951, 6.184677, 6.170527, 6.121601, 6.144587, 6.143531, 6.121978, 6.064891, 6.050755, 5.600298, 5.550444, 5.322832, 5.363745, 5.356440, 5.379450, 4.865026, 4.593099, 4.476254, 4.440832, 4.456924, 4.446363, 4.427036, 4.419602, 4.423451, 4.435348

Step, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34
Segments, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 3, 3, 3, 4, 4, 5, 5, 5, 5, 5, 6, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7
SubSegments, 0, 1, 2, 0, 1, 2, 3, 4, 0, 1, 0, 1, 2, 0, 1, 0, 1, 2, 3, 4, 0, 1, 2, 3, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10
Lengths, 0.900000, 0.900000, 1.000000, 1.000000, 1.000000, 1.200000, 0.900000, 1.150000, 1.100000, 1.100000, 0.900000, 0.900000, 1.000000, 0.600000, 0.600000, 1.400000, 1.000000, 0.900000, 0.900000, 0.950000, 1.000000, 0.900000, 0.900000, 0.900000, 1.000000, 1.400000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000
Difficulties (3612), 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
dps, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
v, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 2, 2, 2, 2, 2
acs, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 2, 2, 2, 2, 2
dt1s, 2.700000, 2.700000, 3.000000, 3.000000, 3.000000, 3.600000, 2.700000, 3.450000, 3.300000, 2.200000, 1.800000, 2.700000, 3.000000, 1.800000, 1.800000, 4.200000, 3.000000, 2.700000, 2.700000, 2.850000, 3.000000, 2.700000, 2.700000, 2.700000, 3.000000, 4.200000, 2.400000, 2.400000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000
dt2s, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
dts, 2.700000, 2.700000, 3.000000, 3.000000, 3.000000, 3.600000, 2.700000, 3.450000, 3.300000, 2.200000, 1.800000, 2.700000, 3.000000, 1.800000, 1.800000, 4.200000, 3.000000, 2.700000, 2.700000, 2.850000, 3.000000, 2.700000, 2.700000, 2.700000, 3.000000, 4.200000, 2.400000, 2.400000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000, 1.200000
ts, 0.000000, 2.700000, 5.400000, 8.400000, 11.400000, 14.400000, 18.000000, 20.700000, 24.150000, 27.450000, 29.650000, 31.450000, 34.150000, 37.150000, 38.950000, 40.750000, 44.950000, 47.950000, 50.650000, 53.350000, 56.200000, 59.200000, 61.900000, 64.600000, 67.300000, 70.300000, 74.500000, 76.900000, 79.300000, 80.500000, 81.700000, 82.900000, 84.100000, 85.300000, 86.500000, 87.700000
ms, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
os, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1
rs, -2.700000, -2.700000, -3.000000, -3.000000, -3.000000, -3.600000, -2.700000, -3.450000, -3.300000, -2.200000, -1.800000, -2.700000, -3.000000, -1.800000, -1.800000, -4.200000, -3.000000, -2.700000, -2.700000, -2.850000, -3.000000, -2.700000, -2.700000, -2.700000, -3.000000, -4.200000, -2.400000, -2.400000, -1.200000, -1.200000, -1.200000, -1.200000, -1.200000, -1.200000, -1.200000
r_cums, 0.000000, -2.700000, -5.400000, -8.400000, -11.400000, -14.400000, -18.000000, -20.700000, -24.150000, -27.450000, -29.650000, -31.450000, -34.150000, -37.150000, -38.950000, -40.750000, -44.950000, -47.950000, -50.650000, -53.350000, -56.200000, -59.200000, -61.900000, -64.600000, -67.300000, -70.300000, -74.500000, -76.900000, -79.300000, -80.500000, -81.700000, -82.900000, -84.100000, -85.300000, -86.500000, -87.700000
dist_state_bel, 6.660217, 6.654866, 6.668751, 6.603578, 6.622692, 6.655780, 6.654986, 6.674861, 6.704771, 6.364065, 6.352837, 6.323175, 6.305444, 6.271664, 6.288346, 6.288902, 6.262932, 6.250000, 6.232134, 5.753329, 5.730114, 5.720545, 5.743525, 5.781800, 5.798301, 5.183158, 4.773941, 4.556617, 4.455357, 4.500466, 4.517247, 4.588170, 4.598268, 4.563840, 4.560694

